ID;Nombre;Descripcion;EdadMinima;EdadMaxima;Duracion;NumeroJugadoresMinimo;NumeroJugadoresmaximo;Puntuacion;NumUsos;Objetivo;Tipo;ImagenURL;Fuente
85;El director del circo;Se colocan unos aros en círculo, y a su alrededor tantos jugadores como aros. En el centro, un jugador suplementario es el director del circo. Cuando grita alto, él y todos los jugadores deben saltar a un aro, y quien se quede sin aro, ocupa la posición del director.;6;18;5;6;24;0;0;Equilibrado;Físico;./images/ejer65.png;1000 ejercicios/pág.21
86;Vuela, vuela;Todos los jugadores menos uno se sitúan dentro de un aro, el que no tiene debe hacer una señal para que todos corran y se cambien de aro. Se repite nuevamente con el nuevo jugador que se haya quedado sin aro.;6;18;5;6;24;0;0;Equilibrado;Físico;./images/ejer66.png;1000 ejercicios/pág.21
87;Círculo de reflejos;Un jugador corre alredededor de un círculo formado por sus compañeros sentados. Cuando quiera, le debe tocar el hombro a alguno y ambos saldrán corriendo dando la vuelta al círculo, hasta que uno de los dos la complete y se siente ocupano el hueco libre del círculo.;6;18;5;6;24;0;0;Equilibrado;Físico;./images/ejer67.png;1000 ejercicios/pág.22
88;Robo de la cinta;Un jugador frente a otro, cerca de la línea central. Entre los dos, un pañuelo colocado en el suelo. A una señal, cada uno trata de coger el pañuelo y correr hasta la línea de fondo del campo sin que le toque el compañero. Quien lo consigue, anota un punto. Se pueden usar distintas formas de carrera.;6;18;8;2;24;0;0;Equilibrado;Físico;./images/ejer68.png;1000 ejercicios/pág.22
89;Carrera de línea a línea;Dos jugadores se sitúan sobre una de las líneas que delimitan el campo. A una señal, corren hacia el otro lado, tocan la línea y vuelven. Se decidirá quien es el vencedor después de varios recorridos.;6;18;6;2;24;0;0;Equilibrado;Físico;;1000 ejercicios/pág.22
90;El toro;6-10 jugadores forman un círculo agarrándose por las muñecas. En el centro, el toro trata de salir, mientras todos los demás se esfuerzan por impedirlo. El jugador que deja salir al toro ocupa su lugar. Ganará aquel que haya hecho menos veces de toro.;6;18;6;8;24;0;0;Equilibrado;Físico;./images/ejer69.png;1000 ejercicios/pág.23
91;Cadeneta;Dos jugadores se cogen de la mano y son los cazadores. Cuando atrapan a otro, este se une a ellos, y así sucesivamente.;6;18;6;6;24;0;0;Equilibrado;Físico;./images/ejer70.png;1000 ejercicios/pág.23
92;Golpe con el pañuelo;El cazador trata de tocar a la liebre con un pañuelo. Si lo consigue, deja caer el pañuelo, la liebre lo recoge y pasa a actuar como cazador. Se puede empezar con un número variable de cazadores.;6;18;6;6;24;0;0;Equilibrado;Físico;./images/ejer71.png;1000 ejercicios/pág.24
93;Gato en casa;Se trata de perseguir a los compañeros e intentar tocarles. Cuando un jugador se para sobre un banco, no puede ser atrapado por el cazador.;6;18;6;6;24;0;0;Equilibrado;Físico;;1000 ejercicios/pág.24
94;Brujas y hadas;Los cazadores llevan un pañuelo y son brujas. Cuando tocan a una liebre, esta queda inmóvil en la posición que tenía en el momento de tocarla. Un hada buena, que lleva un pañuelo de otro color, puede liberar a las liebres tocándoles la mano.;6;18;6;6;24;0;0;Equilibrado;Físico;./images/ejer72.png;1000 ejercicios/pág.24
95;Persecución con colores;El cazador va pronunciando nombres de colores o materiales, y quien toca ese material o color no puede ser atrapado.;6;18;6;6;24;0;0;Equilibrado;Físico;;1000 ejercicios/pág.24
96;Persecución de ranas;Un solo cazador, que persigue a sus compañeros y cambia siempre de rol con la liebre que ha atrapado. No se puede coger a una liebre agachada, pero no se puede estar más de tres segundos en esa posición.;6;18;6;6;24;0;0;Equilibrado;Físico;./images/ejer73.png;1000 ejercicios/pág.24
97;Persecución con movimientos de voleibol;Liebres y cazadores se reparten en 2-3 grupos y se desplazan por el interior de un terreno de voleibol. Tres cazadores solo pueden atrapar a las liebres efectuando una voltereta. Las liebres solo pueden desplazarse con saltos laterales. Cuando una liebre ha sido tocada, se vuelve cazador. Gana el grupo con menor número de cazadores.;6;18;6;6;24;0;0;Defensa;Físico;./images/ejer74.png;1000 ejercicios/pág.25
98;Persecución con bloqueo;Sobre la mitad del campo, se sitúan dos cazadores. Una liebre no puede ser atrapada si efectúa un bloqueo en la red o frente a las paredes laterales. No se puede hacer dos veces seguidas un bloqueo en la red o en la misma pared. El jugador que ha sido tocado cambia de rol con el cazador.;6;18;6;6;30;0;0;Bloqueo;Físico;./images/ejer75.png;1000 ejercicios/pág.25
99;Por encima de la cuerda;Todos los jugadores se sitúan en el círculo central, mientras el organizador se coloca en medio. Hace girar una cuerda lastrada por encima del suelo. Los jugadores deben evitarla saltando con los pies juntos.;6;40;5;6;12;0;0;Equilibrado;Físico;./images/ejer76.png;1000 ejercicios/pág.26
100;Carrera con cámara de aire;Por tríos, uno se sienta en el suelo y los otros dos le arrastran por medio de una cámara de aire. La carrera se efectúa de una línea de fondo a la otra, cambiando cada vez los roles. Es vencedor el grupo que llega primero después de tres recorridos.;6;40;5;6;30;0;0;Equilibrado;Físico;./images/ejer77.png;1000 ejercicios/pág.26
101;La lucha de la cuerda;Los jugadores se reparten en dos grupos de fuerza equivalente, y cada uno de ellos se sitúa detrás de una de las líneas de fondo. A un toque de solbato corren hacia el centro del campo, agarran la cuerda y estiran.;6;40;5;6;12;0;0;Equilibrado;Físico;./images/ejer78.png;1000 ejercicios/pág.26
102;Carrera a cuatro patas;Todos los grupos están sentados en columnas detrás de la línea de fondo. A una señal, el primer jugador de cada grupo va a cuatro patas y hacia atrás hasta la línea central, y después vuelve hacia delante. Toca al jugador siguiente para pille el relevo y continúe.;6;40;5;6;30;0;0;Equilibrado;Físico;./images/ejer79.png;1000 ejercicios/pág.27
103;El círculo dentro del círculo;Los jugadores forman dos círculos en medio de un campo rectangular. Los círculos giran en sentidos opuestos. A una señal, los jugadores del círculo exterior deben ir a tocar uno de los lados pequeños del campo sin dejarse atrapar por los del círculo interior. Cda vez, se suman los puntos obtenidos por los cazadores y se intercambian los roles.;6;40;5;6;30;0;0;Equilibrado;Físico;./images/ejer80.png;1000 ejercicios/pág.27
104;Carrera por equipos;A una señal, cada equipo va a tocar la línea del fondo, y luego vuelve a su posición inicial. El equipo que llega primero se anota un punto. Se pueden realizar desplazamientos idénticos a los del voleibol.;6;40;5;6;30;0;0;Equilibrado;Físico;./images/ejer81.png;1000 ejercicios/pág.28
105;Relevo básico;Los primeros jugadores de cada grupo parten al mismo tiempo de la línea de fondo y corren alrededor de la estaca.;6;40;6;6;30;0;0;Equilibrado;Físico;./images/ejer82.png;1000 ejercicios/pág.28
106;Relevo circular;Al salir, cada equipo se halla en una esquina del campo de voleibol. Los jugadores dan la vuelta al campo, y pasan el testigo a los siguientes. Gana el equipo que completa primero un número dado de vueltas.;6;40;6;6;30;0;0;Equilibrado;Físico;;1000 ejercicios/pág.28
107;Relevos en túnel;3-4 jugadores separados en dos columnas iguales, frente a frente, uno sobre cada línea del campo. El último jugador del grupo de la primera línea corre hasta detrás del de la otra línea, pasa lo más rápido posible entre las piernas de los jugadores, luego vuelve a su grupo y da la salida al último jugador tocándole la mano. Gana el equipo que logra efectuar dos recorridos.;6;20;6;6;30;0;0;Equilibrado;Físico;./images/ejer83.png;1000 ejercicios/pág.28
108;Relevo de ranas;2-4 equipos están sentados detrás de la línea de fondo. Los jugadores recorren el trayecto marcado con saltos de rana. Cada uno da la salida al jugador siguiente tocándole la mano. Gana el equipo que recorre más trayectos en un tiempo dado.;6;20;8;6;30;0;0;Equilibrado;Físico;./images/ejer84.png;1000 ejercicios/pág.29
109;Relevo japonés;3-4 grupos parten de línea de fondo. El primer jugador toca todas las líneas transversales del campo de voleibol, pero no puede tocar la siguiente línea hasta haber tocado antes una segunda vez la anterior, y debe correr hacia delante y hacia atrás sin girarse. Da la salida al siguiente, tocándole la mano.;6;40;8;6;30;0;0;Equilibrado;Físico;./images/ejer85.png;1000 ejercicios/pág.29
110;Carrera de obstáculos;4-6 equipos están sentados detrás de la línea de fondo. A una señal, los primeros corren, reptan por debajo de los bancos u otro obstáculo, pasan alrededor de la estaca, vuelven a su punto de partida y tocan la mano al siguiente.;6;40;8;6;30;0;0;Equilibrado;Físico;./images/ejer86.png;1000 ejercicios/pág.29
111;Carrera en cruz;3-4 equipos están sentados en un banco. A una señal, se levantan los primeros de cada equipo, corren alrededor del banco en el sentido de las agujas del reloj y vuelven a su puesto. Los siguientes pueden salir en el momento en que reciben el testigo.;6;40;8;6;30;0;0;Equilibrado;Físico;;1000 ejercicios/pág.29
112;Rayuela;Los jugadores deben recorrer una serie de casillas saltando de una a otra según reglas definidas por el entrenador, como saltar a la pata coja o con las piernas separadas.;6;20;5;6;12;0;0;Equilibrado;Físico;./images/ejer87.png;1000 ejercicios/pág.30
113;Tenis;El balón debe rebotar una vez dentro del aro. Se comete falta cuando el balón rebota más de una vez después del aro. El balón debe rebotar a más de 50 cm del suelo.;6;40;3;2;20;0;0;Recepción;Físico;./images/ejer88.png;1000 ejercicios/pág.31
114;Pase a través de un aro;Dos jugadores fente a frente, separados por dos cuerdas. Se lanzan el balón con las dos manos, de tal modo que cada vez pase a través de un aro colgado a la cuerda. El orden de sucesión de los aros lo determina el receptor, que se lo dice en voz alta al compañero.;6;40;6;2;20;0;0;Recepción;Físico;./images/ejer89.png;1000 ejercicios/pág.32
115;Corto-largo-corto;Dos jugadores frente a frente, separados por una cuerda. Se lanzan el balón de tal modo que el compañero se halle una vez en una zona del campo y luego en otra distinta, establecido por un orden regular determinado al principio.;6;40;6;2;20;0;0;Recepción;Físico;./images/ejer90.png;1000 ejercicios/pág.32
116;Remate al blanco;Se lanzan o pasan balones, y los jugadores deben rematar apuntando a un balón medicinal colocado en un banco de gimnasia. Gana quien logre dar más veces a los blancos.;6;40;6;2;24;0;0;Remate;Técnica;./images/ejer91.png;1000 ejercicios/pág.32
117;Guerra de balones;Dos equipos, a uno y otro lado de la red. Al principio, cada jugador tiene un balón. A una señal, cada uno se esfuerza por entrar todos los balones en el campo rival mediante un saque, puede ser alto o bajo. Después de un tiempo dado, se cuentan los balones de cada campo.;6;40;6;6;24;0;0;Saque;Físico;./images/ejer92.png;1000 ejercicios/pág.33
118;Balón a la red;Dos equipos, cuyos jugadores tienen cada uno un balón, se sitúan frente a frente, detrás de las líneas de fondo. A una señal, todos lanzan el balón cinco veces hacia la red con un saque. El balón vuelve a la posición ed partida y el jueo dura hasta que todos hayan terminado.;6;40;6;6;24;0;0;Saque;Técnica;./images/ejer93.png;1000 ejercicios/pág.33
119;Relevo-saque;El primer jugador de un equipo de seis saca por encima de la red, corre acoger el balón y lo entrega al jugador siguiente.;6;40;6;6;24;0;0;Saque;Técnica;./images/ejer94.png;1000 ejercicios/pág.33
120;Béisbol-voleibol;Un jugador del equipo que está en la línea de fondo hace diferentes tipos de saque hacia el campo de voleibol. Después del saque, todo el equipo corre alrededor de una estaca y regresa detrás de la línea de fondo. El otro equipo ocupa todo el terreno y uno de sus miembros está al lado del aro. El equipo recibe el saque adverso y lo pasa al jugador del aro, quien lo deposita en su interior. Si en ese momento algunos jugadores del saque no han vuelto, no se consiguen puntos. Todos los que completan su recorrido anotan un punto, como en béisbol.;6;24;15;6;24;0;0;Saque;Táctica;./images/ejer95.png;1000 ejercicios/pág.33
121;Voley-ping-pong;A cada lado, dos grupos de tres jugadores frente a frente, detrás de la línea de fondo, en columna. El primero hace su pase y después se sitúa detrás de sus compañeros. Se pueden añadir pequeños castigos para quien cometa algunas faltas.;6;40;6;6;12;0;0;Saque;Técnica;./images/ejer96.png;1000 ejercicios/pág.34
122;La frontera;Al principio los dos equipos se sitúan frente a frente, cada uno en medio de su campo. El balón pasa de un lado a otro, con pase de dedos o antebrazos, y cada equipo intenta obligar al adversario a que vaya detrás de la línea de fondo.;6;40;6;6;24;0;0;Recepción;Técnica;./images/ejer97.png;1000 ejercicios/pág.34
123;La mosca;Dentro de los límites del campo de voleibol, dos jugadores se hacen pases en suspensión. El tercero trata de atrapar el balón. Si lo consigue, se sitúa en el lugar del último que ha tocado el balón.;6;40;8;6;24;0;0;Recepción;Técnica;./images/ejer98.png;1000 ejercicios/pág.34
124;Llamada;Un grupo se coloca en círculo, con un jugador en el centro. Este hace un pase alto y llama a un compañero, que ebe ir al centro y efectuar a su ves un pase alto llamando a otra persona.;6;40;8;6;24;0;0;Recepción;Técnica;./images/ejer99.png;1000 ejercicios/pág.35
125;Malabarismo;Todos los jugadores se desplazan en un espacio limitado haciendo malabarismos con un balón con pases a dos manos. Uno de ellos, que también hace malabarismos, es el cazador, y trata de tocar el balón de sus compañeros con el suyo.;6;24;6;6;24;0;0;Defensa;Técnica;./images/ejer100.png;1000 ejercicios/pág.35
126;Juego de bolos;Tres bolos, o balones de voleibol, se colocan sobre dos cajones. Dos jugadores los defienden atrapando el balón, o efectuando un bloqueo o un pase de antebrazos. Los atacantes se sitúan en círculo alrededor de los blancos y se hacen pases altos o de antebrazos hasta que haya una vía libre. Entonces, apuntan a los bolos con un remate o finta.;6;24;6;6;24;0;0;Defensa;Técnica;./images/ejer101.png;1000 ejercicios/pág.35
127;Voleibol en círculo;Por grupos, los jugadores en círculo se hacen pases de dedos o antebrazos lo más alto posible y cuentan los intercambios hasta que el  balón toca el suelo. Vence el equipo que se anota más puntos.;6;40;8;6;24;0;0;Recepción;Técnica;;1000 ejercicios/pág.35
128;Rondo;Varios jugadores se pasan el balón. Otro jugador intenta atraparlo o tocarlo con un bloqueo, defensa acrobática, etc. Cuando lo consigue, el jugador que ha cometido la falta ocupa su lugar;6;40;5;4;40;0;0;Defensa;Técnica;./images/ejer102.png;1000 ejercicios/pág.36
129;Relevo con rotación;En cada equipo, un jugador hace malabarismos desde la línea de fondo hasta la red, efectuando como mínimo tres rotaciones sobre sí mismo. Hace un pase por encima de la red, sigue al balón y hace un pase largo hacia la línea de fondo de donde ha partido. El siguiente jugador debe recuperar el balón desde detrás de la línea.;12;40;6;3;40;0;0;Equilibrado;Técnica;./images/ejer103.png;1000 ejercicios/pág.36
130;Balón en cascada;Los equipos forman círculos del mismo tamaño. El balón debe pasar de un jugador a otro y efectuar así un número dado de vueltas. Gana el equipo que termina primero.;6;40;5;5;40;0;0;Recepción;Técnica;./images/ejer104.png;1000 ejercicios/pág.36
131;Asalto a la ciudadela;Cuatro bancos de gimnasia forman un cuadrado en el centro de la sala. Dos jugadores están en el interior del cuadrado. Los otros se sitúan a unos 6 m y con gestos de voleibol intentan colocar todos los balones en el interior del cuadrado. Los defensores deben impedirlo solo con pases de antebrazos.;6;20;10;6;24;0;0;Defensa;Técnica;./images/ejer105.png;1000 ejercicios/pág.37
132;Balones al muro;Dos equipos frente a frente, con ayuda de 2-4 balones, tratan de tocar el muro en el interior de las marcas del rival. Los jugadores hacen pases largos, remates o lanzamientos con dos manos por encima de la red y permanecen detrás de la línea de 3 m. Defienden el balón con bloqueos o pases de antebrazos.;6;20;10;6;24;0;0;Equilibrado;Técnica;./images/ejer106.png;1000 ejercicios/pág.37
133;Balón al blanco;Dos equipos frente a frente, a uno y otro lado de la red. Cada uno trata de obtener puntos lanzando el balón por encima de la red sobre las colchonetas o aros del campo rival. Solo es válida la defensa mediante un bloqueo en la red.;6;40;8;2;40;0;0;Remate;Técnica;./images/ejer107.png;1000 ejercicios/pág.37
134;Intercepción;Los jugadores se distribuyen por equipos sobre el campo, dividido en cuatro partes. El equipo A hace pases o ataques con el equipo C, mientras los otros dos equipos tratan de interceptar el balón. Cuando lo consiguen, se intercambian los roles.;6;20;10;8;20;0;0;Recepción;Técnica;./images/ejer108.png;1000 ejercicios/pág.38
135;Guardián del aro;Uno de los jugadores está en medio y trata de impedir que los otros pasen el balón por un aro colgado de unas anillas. Quien falla su tiro o cuyo balón es tocado por el guardián, se coloca en el puesto de este último.;6;40;5;3;18;0;0;Defensa;Técnica;./images/ejer109.png;1000 ejercicios/pág.38
136;Blanco móvil con finta;Los jugadores tratan, haciendo fintas por encima de la red, de alcanzar al entrenador, que se desplaza continuamente sobre la línea de los 3 m. Los jugadores se lanzan ellos mismos el balón.;6;40;6;3;20;0;0;Remate;Técnica;./images/ejer110.png;1000 ejercicios/pág.38
137;Todos contra todos;Se lanza el balón al campo. Quien lo atrapa intenta tocar a otro jugador. Cada uno cuenta sus propios puntos. No se tiene derecho a desplazarse enter el momento en que se atrapa el balón y el momento en que se lanza.;6;20;5;4;40;0;0;Saque;Físico;./images/ejer111.png;1000 ejercicios/pág.39
